"key","pref","city","kcity","rcom","pref_name","city_name","kcity_name","rcom_name","JAうま","JAえひめ中央","JAえひめ南","JAえひめ未来","JAおちいまばり","JAにしうわ","JAひがしうわ","JA今治立花","JA周桑","JA愛媛たいき","JA松山市"
"3820111018","38","201","11","018","愛媛県","松山市","荏原村","高尾田",0,1,0,0,0,0,0,0,0,0,1
"3820111019","38","201","11","019","愛媛県","松山市","荏原村","今市上",0,1,0,0,0,0,0,0,0,0,1
"3820111020","38","201","11","020","愛媛県","松山市","荏原村","今市下",0,1,0,0,0,0,0,0,0,0,1
"3820111021","38","201","11","021","愛媛県","松山市","荏原村","上川原",0,1,0,0,0,0,0,0,0,0,1
"3820111022","38","201","11","022","愛媛県","松山市","荏原村","西野",0,1,0,0,0,0,0,0,0,0,1
"3820111023","38","201","11","023","愛媛県","松山市","荏原村","恵原町上",0,1,0,0,0,0,0,0,0,0,1
"3820111024","38","201","11","024","愛媛県","松山市","荏原村","恵原町中",0,1,0,0,0,0,0,0,0,0,1
"3820111025","38","201","11","025","愛媛県","松山市","荏原村","恵原町下",0,1,0,0,0,0,0,0,0,0,1
"3820112001","38","201","12","001","愛媛県","松山市","坂本村","淨瑠璃寺上",0,1,0,0,0,0,0,0,0,0,1
"3820112002","38","201","12","002","愛媛県","松山市","坂本村","淨瑠璃寺中",0,1,0,0,0,0,0,0,0,0,1
"3820112003","38","201","12","003","愛媛県","松山市","坂本村","淨瑠璃寺下",0,1,0,0,0,0,0,0,0,0,1
"3820112004","38","201","12","004","愛媛県","松山市","坂本村","出口",0,1,0,0,0,0,0,0,0,0,1
"3820112005","38","201","12","005","愛媛県","松山市","坂本村","久谷本組",0,1,0,0,0,0,0,0,0,0,1
"3820112006","38","201","12","006","愛媛県","松山市","坂本村","久谷中組",0,1,0,0,0,0,0,0,0,0,1
"3820112007","38","201","12","007","愛媛県","松山市","坂本村","奥久谷",0,1,0,0,0,0,0,0,0,0,1
"3820112008","38","201","12","008","愛媛県","松山市","坂本村","大久保",0,1,0,0,0,0,0,0,0,0,1
"3820112009","38","201","12","009","愛媛県","松山市","坂本村","つづら川",0,1,0,0,0,0,0,0,0,0,1
"3820112010","38","201","12","010","愛媛県","松山市","坂本村","榎",0,1,0,0,0,0,0,0,0,0,1
"3820112011","38","201","12","011","愛媛県","松山市","坂本村","関屋",0,1,0,0,0,0,0,0,0,0,1
"3820112012","38","201","12","012","愛媛県","松山市","坂本村","上関屋",0,1,0,0,0,0,0,0,0,0,1
"3820112013","38","201","12","013","愛媛県","松山市","坂本村","丹波",0,1,0,0,0,0,0,0,0,0,1
"3820112014","38","201","12","014","愛媛県","松山市","坂本村","窪野本組",0,1,0,0,0,0,0,0,0,0,1
"3820112015","38","201","12","015","愛媛県","松山市","坂本村","窪野中組",0,1,0,0,0,0,0,0,0,0,1
"3820112016","38","201","12","016","愛媛県","松山市","坂本村","北谷",0,1,0,0,0,0,0,0,0,0,1
"3820112017","38","201","12","017","愛媛県","松山市","坂本村","桜",0,1,0,0,0,0,0,0,0,0,1
"3820112018","38","201","12","018","愛媛県","松山市","坂本村","宮方",0,1,0,0,0,0,0,0,0,0,1
"3820113001","38","201","13","001","愛媛県","松山市","浅海村","萩原",0,1,0,0,0,0,0,0,0,0,1
"3820113002","38","201","13","002","愛媛県","松山市","浅海村","浅海本谷",0,1,0,0,0,0,0,0,0,0,1
"3820113003","38","201","13","003","愛媛県","松山市","浅海村","浅海原",0,1,0,0,0,0,0,0,0,0,1
"3820114001","38","201","14","001","愛媛県","松山市","立岩村","才ノ原",0,1,0,0,0,0,0,0,0,0,1
"3820114002","38","201","14","002","愛媛県","松山市","立岩村","尾儀原",0,1,0,0,0,0,0,0,0,0,1
"3820114003","38","201","14","003","愛媛県","松山市","立岩村","猿川原",0,1,0,0,0,0,0,0,0,0,1
"3820114004","38","201","14","004","愛媛県","松山市","立岩村","小山田",0,1,0,0,0,0,0,0,0,0,1
"3820114005","38","201","14","005","愛媛県","松山市","立岩村","儀式",0,1,0,0,0,0,0,0,0,0,1
"3820114006","38","201","14","006","愛媛県","松山市","立岩村","庄府",0,1,0,0,0,0,0,0,0,0,1
"3820114007","38","201","14","007","愛媛県","松山市","立岩村","米之野",0,1,0,0,0,0,0,0,0,0,1
"3820114008","38","201","14","008","愛媛県","松山市","立岩村","中村",0,1,0,0,0,0,0,0,0,0,1
"3820114009","38","201","14","009","愛媛県","松山市","立岩村","猿川",0,1,0,0,0,0,0,0,0,0,1
